128,45,144,203,92,126,61,45,156
136,32,162,223,91,120,55,37,144
140,34,156,201,93,120,69,34,153
120,32,176,214,90,125,55,44,144
130,42,178,189,96,132,55,54,124
117,39,169,211,74,140,59,52,139
122,42,162,186,95,150,60,47,136
125,38,158,221,92,144,53,48,121
137,25,156,208,101,128,59,43,143
113,35,164,203,101,136,68,40,140
122,37,167,201,69,131,69,46,158
120,39,151,212,83,143,62,52,138
117,37,166,219,89,123,65,36,148
127,41,172,222,80,121,55,54,128
131,42,188,203,87,122,56,45,126
127,30,169,194,96,153,44,43,144
133,35,156,178,94,138,72,49,145
133,30,174,192,86,148,61,37,139
134,41,166,189,81,132,65,39,153
131,39,168,184,78,131,54,59,156
140,43,157,200,70,121,67,44,158
136,34,140,178,87,170,61,54,140
141,25,135,223,96,119,57,56,148
128,33,154,199,79,135,49,56,167
139,30,140,218,77,134,59,35,168
119,34,162,190,89,146,70,25,165
113,35,162,229,93,124,58,45,141
138,40,152,233,70,108,68,38,153
116,34,149,183,107,152,57,52,150
120,45,174,189,92,132,68,40,140
126,45,133,194,96,137,54,47,168
135,34,152,186,77,153,56,59,148
133,42,170,188,80,121,67,51,148
114,37,160,214,82,131,52,53,157
118,46,175,193,84,133,58,44,149
115,44,164,221,98,136,57,41,124
110,34,151,226,92,146,55,47,139
122,49,177,188,91,109,63,53,148
118,40,157,201,84,130,71,45,154
122,42,165,222,81,115,57,47,149
136,44,159,215,84,124,55,50,133
147,32,163,196,87,138,38,44,155
129,40,168,176,111,146,61,38,131
133,34,150,187,97,142,49,54,154
129,43,156,204,87,141,59,35,146
143,48,186,187,77,120,49,52,138
99,32,157,220,80,159,55,55,143
130,37,175,218,87,110,51,40,152
123,39,160,198,81,142,47,55,155
128,34,149,196,93,122,66,47,165
126,39,170,194,102,126,56,50,137
138,38,148,215,78,127,54,56,146
135,40,161,194,87,135,57,54,137
115,36,161,231,96,108,57,46,150
116,48,168,194,93,135,57,44,145
122,30,181,209,97,148,42,34,137
121,50,174,202,86,136,60,41,130
125,41,178,184,91,148,61,42,130
147,40,164,198,90,139,53,46,123
140,31,154,185,97,135,56,46,156
131,47,155,193,97,139,58,41,139
117,39,146,222,94,132,54,46,150
135,42,176,187,83,134,70,38,135
141,38,148,209,98,121,72,42,131
111,44,167,203,73,126,61,49,166
151,35,143,191,96,129,56,39,160
128,30,167,170,95,153,58,46,153
123,32,166,218,102,137,53,48,121
126,42,152,225,80,129,63,46,137
149,41,166,214,75,119,60,43,133
125,37,150,195,93,137,68,50,145
120,46,164,206,100,114,57,41,152
134,40,128,210,85,131,64,53,155
116,38,190,198,82,132,58,46,140
150,38,140,206,91,130,57,42,146
139,32,173,224,75,132,51,39,135
149,41,155,182,79,132,55,47,160
143,42,160,190,89,127,41,48,160
124,40,144,213,101,154,52,36,136
97,33,182,209,90,140,46,56,147
140,42,171,188,73,135,60,41,150
141,45,174,195,95,118,51,41,140
139,38,157,195,107,120,67,38,139
128,37,166,208,88,148,56,33,136
129,35,159,207,79,119,62,52,158
116,42,171,200,85,139,66,36,145
138,37,161,202,90,121,50,45,156
121,37,164,216,111,140,53,38,120
129,48,175,215,77,108,56,54,138
128,43,170,197,88,150,53,49,122
104,45,190,172,96,152,60,41,140
126,41,164,180,101,139,62,44,143
130,44,149,193,84,126,65,55,154
136,39,146,203,86,148,55,34,153
120,40,151,212,85,142,60,39,151
139,39,144,207,88,133,68,40,142
137,29,155,195,103,136,55,50,140
117,42,168,192,96,126,71,53,135
140,44,162,192,98,139,47,40,138
152,35,157,203,90,123,70,43,127
144,52,164,193,88,126,47,46,140
125,43,165,190,94,125,61,44,153
128,48,161,204,86,137,52,35,149
139,30,167,212,90,114,46,50,152
138,42,155,200,88,132,56,47,142
121,48,135,234,78,129,58,44,153
117,46,159,201,106,121,59,49,142
139,48,159,210,85,128,56,44,131
142,36,158,185,94,140,53,49,143
143,27,188,182,94,126,46,46,148
118,36,161,198,93,146,54,49,145
126,43,170,231,78,119,59,40,134
97,36,190,215,87,120,67,46,142
148,40,144,207,98,123,59,39,142
139,35,164,228,87,122,56,32,137
127,38,162,193,89,125,54,59,153
120,21,164,228,97,124,59,48,139
113,39,161,215,100,113,61,66,132
143,40,151,196,79,140,68,50,133
135,40,142,213,75,128,63,42,162
153,32,125,201,92,144,70,47,136
112,33,179,207,81,111,66,55,156
124,49,154,202,89,136,69,40,137
131,33,163,220,79,129,62,38,145
134,49,144,194,97,152,52,40,138
135,32,152,215,86,127,50,56,147
131,32,139,208,98,122,59,55,156
138,36,161,200,89,138,58,52,128
127,34,186,199,89,125,53,40,147
135,39,163,189,91,132,53,43,155
117,43,148,224,84,133,51,46,154
113,42,170,224,83,139,54,42,133
118,34,190,185,93,136,42,59,143
123,35,140,201,94,145,54,54,154
130,32,171,191,77,138,67,55,139
126,42,149,206,89,138,56,50,144
147,39,152,195,97,123,62,44,141
150,27,167,196,78,119,78,46,139
129,34,167,192,91,130,63,47,147
126,42,157,178,80,164,63,55,135
137,36,192,176,87,121,62,44,145
142,34,165,203,79,120,63,46,148
137,27,165,205,89,131,65,48,133
131,27,172,207,88,134,47,47,147
119,39,157,207,107,137,63,40,131
105,45,164,203,99,127,61,55,141
109,40,170,210,93,152,46,41,139
116,44,144,217,101,125,65,43,145
141,48,141,207,90,128,61,40,144
124,37,159,211,89,108,70,48,154
127,36,153,214,85,136,62,41,146
143,33,157,214,85,139,62,45,122
129,36,166,191,86,140,55,38,159
122,33,166,233,95,130,54,36,131
142,34,161,203,76,137,60,51,136
126,31,157,210,95,130,62,41,148
124,35,173,208,90,131,59,46,134
138,34,165,186,91,137,58,38,153
144,31,157,193,92,134,57,55,137
133,28,157,198,83,135,59,53,154
121,43,172,219,100,114,57,35,139
114,32,159,196,106,133,80,51,129
126,37,176,212,96,123,48,50,132
115,42,185,192,82,124,53,57,150
130,38,156,195,95,123,56,56,151
118,29,160,209,81,130,68,45,160
129,47,169,192,108,123,67,43,122
124,55,160,203,80,142,63,51,122
133,40,176,181,87,147,53,47,136
139,31,163,229,92,112,59,43,132
125,40,174,192,83,154,52,40,140
133,32,144,239,80,115,65,47,145
114,37,170,197,81,160,62,48,131
134,42,149,213,115,124,51,34,138
128,45,164,199,74,147,56,36,151
140,44,142,206,97,140,69,45,117
144,45,165,202,76,135,56,48,129
150,30,150,195,87,134,66,43,145
120,49,141,218,108,134,54,33,143
124,40,139,227,96,145,56,37,136
123,31,159,217,78,145,52,46,149
116,38,158,216,89,136,50,55,142
124,38,170,179,88,150,63,46,142
109,27,177,220,71,148,54,41,153
121,37,149,204,89,134,67,41,158
108,42,153,208,106,123,59,37,164
130,56,154,176,88,137,61,49,149
119,28,160,191,103,141,64,48,146
96,50,168,194,96,151,62,35,148
128,40,176,195,89,137,63,50,122
136,40,163,178,106,129,49,55,144
157,36,159,196,88,116,70,45,133
130,40,185,214,76,125,45,47,138
126,41,172,195,70,138,57,42,159
129,47,146,223,87,137,62,43,126
116,42,153,182,99,149,60,56,143
129,47,174,196,86,135,47,45,141
130,29,157,209,86,129,67,44,149
134,42,172,182,86,134,67,42,141
136,38,159,176,86,144,63,51,147
120,34,169,197,78,129,71,51,151
102,39,170,222,85,135,60,49,138
118,31,168,205,90,144,71,37,136
106,33,163,204,97,134,59,44,160
117,40,170,230,80,111,61,45,146
133,33,174,218,83,127,57,36,139
128,40,160,200,73,140,69,48,142
103,35,184,216,81,134,65,47,135
126,35,169,207,82,122,74,53,132
118,37,158,227,83,119,64,35,159
135,34,175,211,83,124,53,51,134
122,38,180,212,94,124,44,30,156
125,37,154,206,96,158,56,38,130
125,32,154,215,91,139,53,42,149
133,42,145,198,88,154,55,41,144
126,32,155,220,105,118,52,43,149
133,34,140,215,85,143,70,49,131
125,46,161,195,79,135,54,52,153
119,39,177,181,96,132,53,43,160
134,30,178,216,87,115,49,35,156
123,50,161,203,65,117,64,44,173
129,35,173,219,89,126,50,39,140
131,31,162,220,100,120,53,44,139
129,38,177,187,90,145,56,40,138
117,36,176,189,85,141,68,41,147
125,37,171,183,86,148,65,44,141
112,35,180,222,84,131,56,40,140
121,39,173,214,93,124,48,54,134
142,43,151,203,83,134,59,46,139
142,29,159,213,95,122,48,50,142
129,42,174,210,82,132,61,45,125
137,50,148,223,76,122,63,48,133
141,27,173,193,92,131,65,38,140
131,33,158,214,100,139,60,38,127
128,43,171,209,95,125,44,42,143
134,38,166,202,97,116,69,49,129
133,35,144,217,86,132,46,49,158
135,34,129,227,105,142,46,40,142
119,47,162,198,82,150,57,44,141
146,35,151,198,91,135,39,58,147
138,32,177,190,82,134,58,46,143
115,37,156,207,83,147,49,47,159
131,28,170,188,97,121,62,52,151
132,40,160,195,92,127,60,51,143
130,44,163,190,82,138,69,51,133
114,40,172,211,79,111,53,49,171
119,38,142,222,100,142,59,47,131
129,41,156,202,81,145,58,55,133
144,32,137,214,83,132,46,50,162
115,51,180,198,79,131,56,56,134
127,33,164,212,87,127,58,40,152
126,45,155,197,86,133,71,51,136
108,36,171,198,82,146,61,42,156
137,29,156,202,75,121,71,50,159
112,48,191,178,81,137,63,39,151
139,29,145,203,99,141,47,49,148
136,30,162,191,93,130,68,39,151
123,38,170,191,117,123,49,41,148
149,34,163,211,83,122,57,46,135
146,39,161,194,86,130,59,49,136
116,48,174,190,99,124,52,38,159
125,34,175,206,90,135,59,40,136
133,23,180,206,100,137,63,35,123
115,39,156,218,81,126,63,53,149
115,38,157,211,96,130,63,43,147
142,34,147,196,105,133,52,51,140
133,28,147,203,109,131,55,40,154
127,37,158,194,89,158,50,43,144
132,31,155,207,83,129,57,48,158
114,40,147,217,104,131,69,42,136
122,38,170,186,93,144,67,52,128
129,37,162,184,99,141,69,36,143
122,25,173,201,101,143,69,41,125
140,33,166,198,104,126,49,43,141
138,34,156,231,79,133,50,36,143
123,33,162,198,97,141,55,57,134
126,32,165,217,80,122,56,50,152
137,31,178,205,78,125,51,53,142
106,40,166,190,93,147,62,47,149
117,37,149,209,91,140,58,49,150
123,34,141,218,84,134,66,53,147
132,26,160,203,97,131,74,36,141
135,47,155,215,82,136,44,45,141
136,34,177,197,85,121,53,48,149
151,34,164,188,83,124,60,49,147
137,45,155,210,87,122,58,45,141
118,46,157,210,105,127,63,48,126
143,46,163,200,83,125,50,51,139
122,31,182,207,93,122,56,44,143
131,44,164,214,94,125,58,38,132
110,35,176,212,96,120,61,51,139
118,34,158,219,76,149,55,48,143
124,39,174,206,78,108,56,62,153
127,50,176,214,83,124,55,36,135
117,38,158,203,95,133,48,48,160
124,42,155,203,87,147,55,55,132
127,36,162,194,101,134,53,39,154
122,48,161,181,94,153,56,45,140
113,33,170,222,88,145,60,48,121
149,37,160,226,75,116,54,55,128
139,36,185,203,93,125,52,37,130
117,43,154,193,102,141,65,41,144
126,35,154,200,95,131,65,54,140
123,52,165,202,86,137,56,40,139
125,32,178,215,85,120,62,43,140
135,38,126,209,102,155,56,40,139
134,45,177,169,102,137,58,40,138
107,37,165,202,80,153,61,45,150
117,37,168,194,77,133,61,57,156
124,42,156,211,95,129,55,44,144
125,36,159,204,95,143,51,46,141
110,41,151,215,99,135,58,52,139
116,36,145,210,105,141,58,47,142
98,36,179,225,67,145,65,50,135
141,37,178,192,76,141,56,45,134
109,53,138,231,94,145,53,41,136
121,42,164,194,108,127,51,50,143
137,32,191,212,91,118,50,39,130
131,44,160,207,95,125,48,42,148
132,30,151,200,86,140,54,40,167
110,50,169,205,98,129,59,47,133
125,31,179,210,77,151,49,45,133
116,42,143,220,88,153,58,48,132
122,40,174,182,91,134,53,54,150
132,37,171,188,101,137,48,52,134
123,40,179,185,86,135,67,48,137
140,42,155,188,93,129,57,45,151
143,38,171,215,85,131,49,37,131
125,45,161,210,84,123,57,43,152
121,32,174,203,104,148,59,40,119
122,33,151,223,85,149,65,37,135
122,34,177,177,95,142,63,48,142
140,31,161,218,97,118,59,51,125
147,34,154,199,101,149,53,39,124
147,30,156,191,91,136,48,54,147
136,37,148,200,91,124,60,46,158
129,36,171,226,76,129,49,33,151
136,28,160,199,94,132,62,44,145
126,39,147,204,74,150,56,52,152
112,46,142,203,81,158,62,46,150
112,41,173,174,98,139,57,51,155
123,34,160,199,104,119,60,56,145
130,29,160,229,86,123,59,49,135
124,50,170,196,90,149,50,48,123
119,48,151,213,92,115,65,49,148
127,41,149,194,100,139,67,48,135
122,48,145,218,78,119,65,58,147
136,35,161,184,110,124,52,48,150
123,40,152,182,99,132,72,50,150
139,42,156,195,86,148,59,44,131
117,48,161,215,82,119,59,52,147
136,45,142,207,83,129,62,40,156
136,25,161,208,94,137,50,43,146
117,41,169,187,83,137,69,48,149
128,44,186,186,107,125,51,43,130
108,43,170,233,82,118,69,42,135
137,39,154,205,94,143,51,42,135
133,46,158,201,88,132,58,47,137
125,44,167,203,87,126,64,46,138
119,33,154,208,79,121,62,62,162
112,35,177,213,94,124,64,44,137
128,37,181,208,78,137,51,35,145
124,32,146,201,96,151,82,45,123
120,43,157,194,81,151,58,49,147
133,34,148,199,88,132,70,44,152
127,31,136,200,103,143,51,54,155
117,44,166,197,81,142,64,37,152
117,40,165,197,76,132,61,42,170
109,50,163,206,103,130,56,45,138
128,42,153,205,66,142,55,47,162
139,47,144,216,91,118,55,40,150
128,39,147,227,93,130,63,39,134
127,44,174,179,92,137,57,45,145
120,38,138,200,85,135,65,50,169
131,46,156,200,84,133,56,52,142
128,50,172,210,88,127,53,53,119
138,50,160,206,91,118,49,38,150
126,40,158,225,92,106,61,49,143
112,30,172,214,80,131,67,54,140
142,31,146,221,87,142,58,38,135
137,42,146,196,71,132,62,60,154
115,33,156,234,103,117,49,41,152
116,42,179,195,90,128,50,47,153
123,44,171,199,89,123,49,41,161
151,36,153,196,97,144,55,48,120
108,33,173,203,94,127,72,49,141
107,47,172,200,90,139,59,38,148
144,29,172,194,94,135,65,37,130
119,34,149,224,78,124,68,62,142
113,35,175,204,73,148,66,45,141
132,43,178,197,89,125,67,39,130
118,42,159,203,94,151,56,42,135
145,45,138,214,104,116,55,39,144
141,33,166,204,71,123,67,50,145
135,51,151,195,94,124,66,44,140
128,41,153,207,93,151,53,41,133
132,25,152,185,86,140,60,52,168
127,30,155,192,104,125,64,49,154
128,45,147,218,97,120,59,50,136
118,48,157,205,100,126,50,57,139
119,31,157,219,81,122,75,44,152
124,27,156,214,107,108,64,40,160
132,33,150,193,103,138,57,51,143
133,44,165,206,70,135,56,49,142
140,42,145,210,80,128,57,43,155
131,29,175,203,80,121,66,48,147
116,40,169,189,89,138,72,44,143
143,35,158,190,83,130,65,50,146
114,32,176,221,92,140,58,40,127
118,38,184,189,90,129,48,45,159
137,47,145,203,105,137,64,39,123
118,41,163,212,83,140,64,46,133
127,34,150,206,110,129,66,53,125
136,32,170,190,85,118,63,39,167
119,49,175,211,87,111,50,44,154
127,41,165,188,86,130,69,44,150
131,33,150,213,95,136,57,41,144
134,53,176,185,87,119,44,40,162
126,35,168,196,96,131,59,42,147
131,30,157,218,95,119,69,48,133
117,41,148,193,76,151,63,67,144
120,36,156,205,101,139,55,45,143
125,36,157,211,71,131,46,59,164
116,27,154,201,116,144,55,42,145
130,51,173,207,70,133,56,46,134
124,38,160,193,93,127,67,46,152
121,34,173,182,77,140,62,52,159
136,32,167,196,94,140,55,48,132
139,40,146,206,76,136,60,59,138
134,44,153,205,88,147,49,40,140
129,39,152,207,104,151,59,34,125
118,29,165,197,82,142,45,50,172
115,47,164,191,85,153,66,42,137
139,41,157,194,85,134,53,51,146
139,40,170,174,86,139,59,45,148
138,31,149,192,93,139,62,47,149
129,38,167,200,100,113,66,40,147
144,31,144,203,103,120,62,47,146
123,34,160,195,99,148,59,49,133
120,34,183,198,91,115,58,48,153
138,29,159,222,91,140,49,35,137
125,51,164,202,83,129,50,52,144
141,43,152,190,86,138,42,57,151
124,28,139,215,106,141,50,54,143
115,50,172,180,105,125,60,46,147
141,26,149,209,82,141,61,45,146
112,41,155,210,102,141,44,63,132
129,43,169,199,86,147,43,55,129
124,44,158,199,102,143,63,41,126
108,37,182,181,84,157,56,41,154
129,25,149,229,88,136,61,47,136
119,41,154,205,92,130,54,52,153
141,38,188,174,69,145,68,40,137
137,35,163,204,79,144,71,28,139
135,56,135,202,102,130,45,49,146
119,38,160,209,92,138,66,38,140
138,45,152,204,78,125,66,36,156
136,41,171,223,81,121,57,38,132
135,47,168,211,93,123,65,32,126
133,34,153,194,103,151,42,44,146
130,30,157,214,82,138,63,48,138
131,41,163,192,96,133,55,46,143
134,39,160,210,86,121,64,48,138
107,41,169,196,82,156,51,53,145
147,29,178,206,84,122,67,36,131
126,39,158,206,86,141,44,48,152
125,36,148,216,99,134,55,56,131
118,42,163,203,89,131,55,48,151
125,53,139,204,97,132,57,54,139
118,34,172,197,93,132,58,40,156
135,32,164,186,80,152,55,52,144
133,38,166,192,78,145,62,38,148
125,36,160,196,103,132,72,38,138
112,42,152,223,91,143,56,44,137
119,29,166,208,95,134,55,40,154
126,37,153,200,103,142,55,38,146
140,40,166,207,84,127,45,42,149
129,35,154,212,91,129,53,47,150
130,39,177,190,91,132,58,43,140
112,40,145,212,99,131,66,55,140
120,41,150,204,85,150,60,42,148
129,28,157,205,90,134,54,58,145
131,26,167,198,91,127,69,64,127
141,38,158,214,84,123,64,38,140
136,41,167,186,102,144,57,45,122
123,36,152,220,91,141,62,48,127
137,34,160,218,66,147,61,53,124
117,37,152,216,107,140,56,46,129
134,41,160,200,95,121,50,53,146
129,29,165,200,84,152,57,43,141
131,44,170,201,82,142,56,34,140
133,45,142,201,99,122,66,51,141
128,34,160,165,98,150,66,46,153
116,36,169,201,84,135,53,49,157
122,50,154,200,90,140,76,32,136
121,35,184,177,87,140,52,45,159
118,54,151,201,94,120,63,51,148
152,37,155,223,66,146,52,41,128
112,41,140,208,76,145,57,49,172
140,37,164,196,83,132,42,51,155
144,40,177,198,83,129,51,45,133
130,46,154,180,97,129,56,55,153
130,45,174,193,87,133,64,43,131
117,44,172,209,84,133,55,54,132
131,38,182,191,81,133,52,66,126
132,49,151,201,100,143,46,40,138
137,31,159,201,94,145,63,40,130
105,42,158,219,86,147,74,32,137
134,41,147,216,83,131,48,48,152
125,31,176,195,84,137,59,38,155
138,34,179,201,87,120,52,48,141
146,41,166,215,73,115,68,42,134
130,38,147,211,91,141,52,37,153
123,39,131,228,101,134,59,42,143
145,39,150,223,99,148,45,34,117
135,34,177,188,86,146,58,44,132
113,41,159,220,90,155,51,40,131
133,45,148,198,90,139,61,49,137
125,44,157,213,101,128,52,42,138
132,44,153,210,85,136,62,40,138
139,46,144,209,99,136,58,36,133
130,25,159,200,93,139,65,51,138
127,38,150,211,80,135,52,63,144
145,38,175,198,85,128,62,44,125
154,29,144,210,95,120,50,43,155
133,50,181,206,98,108,45,35,144
132,50,157,197,91,134,52,52,135
131,32,170,198,83,138,56,46,146
127,34,174,202,73,156,41,46,147
124,40,173,205,75,134,48,40,161
138,37,152,176,76,152,67,45,157
120,46,147,198,92,135,58,48,156
139,32,151,215,89,135,55,49,135
128,43,158,213,83,142,52,37,144
125,43,151,200,100,152,50,40,139
117,37,155,233,85,130,63,45,135
131,34,159,205,111,115,65,42,138
111,45,200,193,85,143,52,34,137
144,39,167,201,85,131,62,42,129
140,35,151,204,96,120,62,48,144
122,31,161,195,104,143,48,42,154
131,30,159,208,86,137,53,43,153
133,43,154,198,88,125,61,55,143
113,49,161,207,83,125,57,49,156
126,36,136,205,91,132,65,52,157
119,38,201,210,78,129,49,40,136
126,44,155,200,103,128,52,52,140
121,30,148,212,97,128,77,54,133
140,31,157,200,86,140,61,47,138
104,36,131,214,112,132,75,56,140
132,44,172,188,103,121,50,42,148
135,45,156,211,93,124,61,42,133
113,40,165,212,87,138,67,41,137
136,32,140,214,102,123,53,48,152
107,44,176,182,100,126,68,45,152
135,33,154,209,82,141,47,40,159
123,39,176,215,87,131,47,39,143
135,39,156,199,90,135,59,50,137
124,35,169,188,103,144,58,39,140
125,46,153,185,89,134,72,69,127
136,28,159,207,86,131,68,40,145
127,32,166,204,103,121,52,51,144
128,38,183,201,73,136,58,44,139
122,32,167,202,96,118,54,66,143
116,35,155,193,93,134,69,50,155
126,32,151,254,82,114,65,32,144
126,56,154,194,89,127,57,49,148
141,50,143,188,95,134,58,47,144
108,33,160,217,83,142,60,40,157
125,32,156,208,93,123,51,44,168
125,37,158,203,103,141,54,39,140
104,31,157,215,92,142,62,62,135
132,41,151,217,85,135,60,40,139
125,50,158,206,91,126,50,46,148
115,40,164,208,77,141,68,43,144
124,47,181,189,95,114,67,43,140
125,41,147,204,89,134,56,45,159
128,35,170,194,92,132,48,48,153
124,35,179,189,79,161,46,37,150
134,46,159,215,76,122,55,54,139
140,39,153,190,91,150,47,50,140
119,43,164,194,88,134,67,52,139
126,38,161,215,88,139,60,35,138
119,38,149,191,82,145,70,49,157
150,30,183,173,105,125,47,38,149
129,39,158,216,95,125,55,46,137
122,36,137,207,99,152,64,47,136
122,34,161,229,98,121,68,38,129
104,40,153,224,88,131,60,46,154
126,53,157,188,88,136,57,46,149
123,38,159,198,84,138,60,46,154
123,45,168,189,79,147,63,35,151
116,35,156,222,86,145,62,45,133
127,31,157,197,80,137,72,57,142
137,43,156,211,99,125,63,39,127
139,30,157,193,106,128,54,53,140
131,32,180,196,87,126,60,53,135
137,30,175,202,74,130,51,58,143
134,37,152,206,93,140,66,49,123
127,38,177,208,104,137,51,44,114
130,36,154,210,87,142,56,57,128
