0,1,2,3,4,5,6,7,8
17,4,47,124,219,130,100,226,133
36,8,50,105,211,126,107,224,133
23,8,55,108,181,139,104,249,133
25,8,45,109,208,129,116,225,135
24,5,50,119,229,118,107,215,133
24,4,41,92,220,154,108,226,131
27,4,34,112,248,119,100,233,123
19,7,51,101,219,142,106,232,123
28,3,51,105,230,143,97,212,131
29,3,50,101,236,138,98,215,130
28,5,52,114,220,128,102,209,142
28,9,38,119,228,141,85,214,138
22,4,53,96,215,136,111,211,152
21,5,49,135,217,111,112,214,136
21,2,49,98,232,135,102,202,159
19,4,58,122,220,117,102,212,146
21,4,50,105,238,130,96,221,135
19,7,53,118,231,132,91,214,135
21,5,54,114,234,127,94,217,134
29,6,33,125,215,110,121,218,143
19,5,40,106,210,138,94,250,138
20,4,45,108,197,149,110,225,142
21,6,47,110,227,123,106,231,129
24,3,43,119,207,137,94,236,137
28,3,38,136,214,140,73,220,148
16,4,29,132,241,151,71,233,123
22,5,42,101,239,137,103,236,115
24,2,56,104,246,128,91,208,141
23,7,43,121,206,140,113,206,141
23,4,50,111,219,126,102,237,128
22,6,50,103,231,144,91,198,155
28,6,48,106,237,128,90,217,140
26,5,39,105,251,130,80,226,138
18,2,48,101,229,126,94,226,156
26,3,44,123,208,112,97,238,149
22,10,42,103,245,116,113,225,124
21,3,52,128,214,128,97,227,130
22,6,55,99,217,126,106,241,128
29,5,51,119,220,125,98,205,148
28,10,47,102,223,134,103,204,149
20,7,47,101,260,112,104,228,121
17,6,35,99,249,121,109,224,140
27,6,43,115,228,138,110,210,123
24,5,38,119,225,141,120,198,130
18,4,39,116,203,143,97,256,124
31,6,47,101,244,127,104,215,125
33,3,45,117,221,138,100,205,138
26,4,44,83,259,139,98,220,127
16,9,54,100,230,116,93,241,141
26,8,58,105,210,133,114,224,122
27,6,50,91,225,138,100,220,143
16,11,41,112,248,141,97,206,128
19,6,38,120,213,114,103,225,162
26,5,46,89,222,130,105,238,139
15,3,40,100,240,137,114,210,141
14,2,45,109,227,133,108,236,126
26,4,48,110,242,138,87,204,141
29,7,33,87,210,137,123,256,118
19,6,41,102,226,164,89,223,130
19,6,50,112,209,131,110,220,143
20,4,45,113,230,119,96,225,148
26,3,48,99,223,133,115,206,147
20,8,37,113,219,145,107,222,129
17,3,43,125,231,108,86,241,146
18,6,31,120,246,129,98,231,121
25,5,60,120,214,136,94,208,138
23,7,40,111,232,124,92,232,139
21,5,51,132,262,125,80,221,103
18,4,48,109,237,116,105,225,138
17,5,47,120,218,138,105,226,124
29,4,38,105,223,156,97,226,122
26,4,32,111,226,132,94,234,141
30,5,52,119,232,135,91,211,125
29,4,48,113,214,140,87,228,137
35,6,44,121,222,125,112,199,136
22,5,44,115,222,132,99,208,153
16,6,51,95,218,133,80,247,154
25,4,54,139,225,107,101,211,134
22,4,53,115,253,150,78,202,123
23,6,43,113,251,125,89,225,125
25,2,38,122,227,132,88,234,132
23,10,43,128,232,123,91,203,147
28,7,48,112,223,122,105,218,137
20,2,52,127,220,105,116,226,132
20,4,35,110,231,135,92,241,132
27,5,49,118,225,111,118,220,127
29,5,65,111,196,107,97,239,151
21,8,55,124,218,126,92,214,142
24,8,54,114,206,150,104,198,142
29,4,49,105,230,143,90,200,150
26,3,57,112,210,135,91,235,131
30,12,49,109,236,139,92,220,113
20,6,37,93,239,128,103,216,158
24,6,54,116,209,127,92,239,133
17,8,47,120,232,154,93,193,136
27,6,44,122,206,143,102,205,145
26,7,52,110,219,125,107,219,135
24,5,55,98,236,129,98,215,140
17,6,43,118,221,121,99,233,142
33,1,41,109,239,128,101,208,140
23,4,45,126,248,109,105,209,131
23,10,60,107,214,114,116,210,146
24,7,43,93,240,126,107,229,131
25,4,51,99,230,129,98,232,132
31,5,34,115,221,121,96,241,136
22,5,50,109,224,138,101,222,129
21,8,39,111,226,122,101,225,147
29,8,40,112,207,138,90,231,145
29,3,36,102,221,148,115,229,117
26,3,48,90,223,139,122,203,146
19,6,45,137,223,134,117,207,112
15,4,46,116,208,136,91,239,145
27,10,38,119,243,142,81,198,142
24,6,68,125,203,140,99,206,129
23,5,50,97,214,131,116,232,132
23,6,39,124,224,134,92,234,124
19,7,53,124,204,122,103,220,148
30,6,43,109,219,142,105,207,139
17,4,50,115,240,138,98,202,136
18,5,37,114,236,124,94,220,152
24,9,39,115,228,134,94,204,153
27,2,48,102,210,116,101,251,143
27,4,41,110,210,141,96,222,149
35,5,39,112,221,134,94,228,132
24,8,43,119,212,133,81,237,143
30,5,49,121,226,109,111,211,138
21,5,59,122,221,123,95,225,129
26,4,53,117,211,119,117,203,150
24,5,47,118,232,127,94,228,125
21,5,51,123,234,125,108,201,132
22,6,58,98,232,137,105,217,125
24,9,44,105,224,120,101,224,149
12,7,35,109,219,139,122,233,124
23,4,50,110,217,130,92,217,157
24,3,47,137,208,138,83,223,137
26,3,50,120,244,108,99,228,122
24,4,43,124,247,125,103,190,140
28,11,57,107,235,120,116,219,107
22,7,47,110,242,122,103,199,148
23,4,37,106,261,124,102,222,121
20,10,61,116,209,124,96,235,129
31,3,48,118,231,112,96,216,145
23,2,47,109,241,146,98,212,122
17,4,46,116,210,129,89,227,162
27,10,37,104,215,126,88,263,130
18,6,44,120,207,143,97,219,146
20,8,44,108,247,139,87,217,130
22,3,53,111,223,126,117,203,142
26,6,41,114,222,115,112,229,135
26,3,52,103,244,131,89,212,140
19,5,43,131,213,110,117,212,150
25,3,44,106,241,119,106,225,131
35,5,43,110,230,135,111,202,129
28,5,41,95,207,145,88,243,148
24,1,57,126,220,136,99,215,122
24,6,55,136,210,128,96,205,140
24,3,53,103,219,128,116,208,146
23,5,46,99,196,153,98,237,143
22,4,37,98,233,133,100,245,128
31,7,48,107,235,149,108,190,125
24,4,47,109,240,133,102,225,116
19,6,44,99,204,145,105,244,134
29,5,36,115,232,135,85,227,136
21,4,48,116,208,142,91,236,134
20,9,36,117,225,117,106,232,138
19,8,41,126,220,125,88,232,141
27,7,41,128,204,111,104,234,144
27,8,47,105,217,136,100,216,144
25,3,44,127,229,132,85,214,141
15,10,56,110,220,128,101,221,139
27,3,63,101,220,116,90,223,157
27,5,53,117,206,137,107,211,137
22,2,50,114,227,131,95,219,140
21,3,44,118,240,123,92,230,129
24,5,65,108,211,128,100,228,131
16,3,55,105,226,143,100,215,137
23,7,50,117,245,122,85,221,130
27,4,47,109,240,109,98,239,127
23,3,40,112,239,129,82,247,125
25,7,50,119,198,121,93,242,145
18,4,38,129,217,135,83,234,142
27,4,43,126,195,111,103,245,146
15,1,47,120,222,143,90,224,138
25,6,44,106,195,157,99,223,145
25,4,37,116,231,131,82,230,144
21,3,51,121,237,109,98,215,145
24,5,34,127,231,127,90,228,134
27,8,39,88,242,135,101,226,134
20,5,47,107,218,114,107,228,154
23,6,54,102,239,118,92,218,148
27,5,45,124,240,129,89,200,141
20,4,39,102,236,135,118,217,129
23,8,44,112,224,138,95,221,135
26,5,48,110,228,143,106,210,124
21,3,46,113,206,132,113,211,155
23,6,52,116,211,130,106,216,140
30,3,46,124,232,133,110,203,119
23,2,56,104,219,94,108,254,140
23,5,29,120,235,131,105,218,134
18,8,42,117,215,143,102,228,127
21,1,37,125,221,128,98,228,141
23,9,47,114,226,154,86,202,139
23,9,45,117,212,123,110,230,131
29,1,55,109,201,125,114,221,145
26,12,48,111,216,126,113,212,136
25,8,52,107,201,127,103,246,131
26,6,52,109,211,122,116,234,124
28,6,51,112,238,132,108,194,131
24,6,54,131,216,156,90,198,125
17,4,43,96,235,137,102,219,147
35,5,43,101,229,124,104,237,122
27,7,41,111,239,146,99,218,112
20,0,36,121,230,138,98,216,141
23,5,36,105,233,126,112,222,138
21,4,46,116,234,136,94,214,135
27,2,43,113,215,112,119,243,126
24,5,33,121,246,113,113,214,131
19,5,44,116,216,106,114,236,144
25,5,35,108,212,144,104,221,146
23,2,47,101,234,141,101,209,142
19,8,40,141,229,124,100,219,120
18,4,43,111,208,133,105,239,139
23,4,42,112,220,123,111,213,152
30,8,50,117,196,129,103,223,144
28,7,32,132,196,140,96,220,149
30,3,55,95,236,139,92,214,136
23,8,59,108,213,126,116,217,130
18,3,36,119,225,121,90,241,147
24,5,56,115,203,124,92,237,144
32,12,55,119,188,118,106,224,146
24,4,40,116,241,113,100,216,146
21,5,52,111,226,138,85,229,133
22,3,51,118,241,126,89,214,136
17,10,41,93,242,116,124,226,131
22,8,46,116,229,146,94,215,124
15,3,49,113,231,127,108,214,140
21,12,58,108,208,130,88,238,137
22,3,49,106,238,129,106,233,114
22,7,44,103,246,121,97,203,157
24,6,41,115,254,123,100,217,120
26,5,52,107,219,128,97,230,136
25,4,40,101,239,137,111,209,134
29,6,41,97,226,123,92,226,160
25,5,55,129,235,118,103,203,127
29,3,44,110,240,134,93,212,135
18,7,44,117,229,124,93,227,141
24,3,49,115,219,142,98,212,138
25,5,52,96,239,128,82,220,153
27,5,45,112,232,121,88,245,125
19,3,55,118,226,120,122,222,115
26,4,43,89,228,142,93,241,134
24,6,44,100,232,135,95,222,142
19,9,57,101,218,121,104,221,150
28,3,47,103,196,127,117,244,135
34,6,52,105,223,124,78,221,157
28,7,43,113,222,129,94,238,126
11,3,52,99,220,124,106,238,147
33,6,48,103,219,151,97,201,142
31,3,39,107,235,117,108,210,150
25,6,59,97,229,126,110,220,128
30,3,59,86,228,140,105,204,145
20,5,44,112,216,136,104,230,133
25,5,39,100,247,123,95,242,124
26,7,47,98,245,134,95,203,145
18,1,42,97,245,123,92,229,153
24,3,45,114,214,143,97,213,147
23,6,51,122,207,132,82,235,142
20,7,47,104,245,120,96,220,141
22,2,42,105,240,138,103,222,126
17,3,46,120,258,123,84,220,129
18,3,42,110,222,139,92,222,152
27,6,51,126,226,110,96,219,139
25,7,43,129,211,132,106,226,121
23,5,47,96,247,138,90,223,131
20,6,43,108,211,123,114,234,141
30,3,38,133,227,124,100,193,152
27,3,47,116,212,138,101,219,137
33,7,52,111,230,132,98,209,128
22,3,39,107,216,125,99,239,150
17,4,41,122,235,133,103,209,136
19,4,48,114,230,129,96,213,147
27,6,42,121,238,134,88,219,125
30,1,58,131,230,125,88,207,130
31,3,43,111,227,136,86,236,127
26,8,42,125,210,136,92,223,138
29,6,50,118,227,110,105,227,128
36,3,45,122,206,118,101,242,127
33,6,47,89,240,117,99,226,143
22,3,53,127,222,126,93,211,143
22,8,41,108,230,141,105,219,126
27,6,42,132,216,141,96,214,126
24,7,47,120,219,129,108,211,135
27,4,54,108,220,121,105,221,140
25,3,44,117,227,133,80,221,150
21,5,49,102,215,128,90,236,154
25,7,43,90,219,118,108,255,135
26,8,54,112,218,132,94,230,126
24,4,54,113,237,122,97,221,128
23,2,39,109,224,121,114,217,151
29,1,55,116,218,120,108,214,139
19,9,46,95,218,122,105,235,151
23,5,45,108,246,142,82,217,132
23,5,46,101,244,123,101,219,138
20,5,39,113,239,127,110,221,126
15,3,38,107,227,137,101,241,131
21,0,44,120,222,132,106,222,133
25,10,37,115,223,147,103,211,129
20,4,38,111,237,132,104,228,126
25,4,45,126,215,123,107,237,118
21,4,53,113,237,121,88,233,130
22,10,44,95,219,140,107,236,127
25,7,52,116,235,110,95,241,119
28,10,49,108,225,124,97,237,122
22,4,36,115,246,120,106,210,141
14,4,46,94,241,132,88,252,129
26,7,45,116,219,127,91,232,137
27,6,53,115,208,113,98,226,154
29,4,48,111,226,130,109,187,156
25,7,44,108,234,124,98,195,165
23,3,45,114,243,110,108,224,130
17,4,50,99,238,138,98,222,134
17,9,52,99,235,116,113,233,126
27,7,41,109,213,129,99,237,138
25,2,43,105,226,122,107,233,137
22,5,45,99,247,132,111,219,120
18,5,47,115,238,119,115,216,127
23,7,49,115,225,130,92,216,143
25,6,35,117,238,139,87,212,141
22,7,47,110,216,136,95,224,143
25,5,46,96,213,113,101,247,154
27,4,52,110,230,142,83,216,136
28,7,50,128,219,135,103,204,126
20,5,49,95,224,118,92,238,159
20,8,39,114,226,128,108,213,144
20,5,50,112,224,139,92,226,132
29,9,47,107,221,108,93,247,139
28,3,57,85,227,125,95,234,146
22,3,44,106,211,139,107,233,135
20,7,30,107,251,132,91,213,149
22,4,53,109,217,143,92,232,128
21,9,39,116,238,141,90,212,134
22,3,43,110,221,143,111,203,144
30,5,39,117,249,119,86,231,124
26,6,40,107,224,127,116,208,146
23,1,48,109,223,128,88,243,137
19,7,46,120,226,131,109,209,133
23,7,50,118,217,141,106,221,117
30,6,45,102,225,126,97,215,154
24,4,45,97,222,133,87,231,157
27,3,49,104,215,121,97,236,148
22,9,37,111,236,125,107,208,145
25,6,36,112,247,129,87,220,138
18,6,38,107,230,113,113,238,137
20,9,57,112,202,126,99,228,147
25,4,44,122,247,112,102,215,129
20,7,39,122,227,132,109,213,131
24,5,46,93,235,119,97,239,142
24,11,40,129,229,132,82,196,157
20,8,40,103,244,128,105,219,133
22,4,59,116,213,118,109,216,143
30,8,56,121,213,119,107,204,142
22,5,41,128,230,127,114,196,137
20,4,45,132,220,134,92,212,141
20,7,53,122,226,147,102,224,99
27,9,52,120,227,123,112,201,129
22,4,44,122,223,128,91,241,125
22,6,63,111,210,135,102,219,132
24,10,53,109,237,123,97,223,124
26,5,40,119,216,154,82,215,143
21,4,45,111,244,119,108,230,118
24,2,50,118,204,135,105,219,143
21,5,42,97,232,124,91,234,154
33,5,42,105,217,130,120,210,138
20,5,42,107,220,133,109,210,154
18,9,45,127,227,130,104,202,138
16,8,36,110,221,133,92,243,141
31,5,53,115,215,120,87,232,142
27,6,49,117,210,132,110,220,129
17,4,44,98,233,127,99,245,133
24,6,43,107,232,123,98,230,137
22,6,43,121,217,128,103,229,131
24,6,38,120,234,123,114,224,117
22,5,39,104,247,140,90,223,130
25,9,48,124,201,125,103,222,143
28,6,56,98,203,133,107,228,141
23,3,63,111,200,109,103,231,157
28,4,54,107,220,110,108,235,134
17,12,42,106,221,154,93,226,129
25,3,55,104,232,134,99,215,133
21,9,54,105,222,127,106,219,137
16,5,42,118,214,155,96,224,130
28,7,58,87,247,125,105,205,138
28,4,32,130,231,111,98,221,145
23,3,45,117,234,132,95,211,140
30,4,42,90,245,125,103,224,137
24,4,46,115,228,135,106,221,121
19,9,56,119,214,132,89,209,153
24,10,49,127,231,141,93,197,128
24,2,44,109,248,135,98,210,130
20,7,54,123,217,120,98,233,128
19,6,51,105,211,138,96,231,143
25,6,42,102,224,137,106,218,140
28,3,47,114,198,145,111,215,139
23,4,42,124,222,125,95,225,140
22,6,44,116,211,125,110,236,130
16,5,43,90,232,130,108,239,137
28,6,45,112,230,144,97,226,112
13,3,50,108,216,117,92,253,148
22,3,41,134,215,134,102,215,134
18,6,49,119,211,143,108,204,142
27,0,54,105,212,134,116,210,142
19,7,40,93,216,144,95,219,167
23,6,44,89,219,140,95,240,144
24,10,39,111,221,130,102,230,133
24,1,60,135,206,137,91,207,139
25,8,36,105,228,138,97,216,147
22,4,50,108,211,135,110,223,137
23,4,36,111,242,145,92,200,147
19,3,56,116,226,127,100,214,139
30,4,72,105,210,137,86,203,153
17,6,54,126,209,126,110,229,123
19,8,48,111,231,136,93,215,139
21,2,48,115,222,127,84,250,131
25,3,39,118,235,148,86,217,129
19,6,41,108,235,127,112,218,134
26,3,41,120,224,121,120,220,125
17,8,54,117,204,136,110,205,149
22,5,61,103,224,119,111,227,128
19,1,43,120,218,134,84,233,148
22,2,32,107,229,158,101,218,131
24,5,37,115,225,138,102,206,148
26,2,40,108,224,134,91,234,141
25,4,45,110,237,129,100,217,133
19,6,42,117,247,126,100,208,135
23,8,48,118,198,139,91,239,136
15,5,40,118,222,123,97,238,142
23,3,47,122,224,132,78,232,139
24,2,55,116,219,140,85,243,116
30,4,43,120,198,141,92,231,141
